userId,courseId,currentScore,finalScore,currentGrade,finalGrade,courseAvgGrade,teacherId,teacherName,courseCode,CS 124,CS 124 Average,CS 165,CS 165 Average,CS 235,CS 235 Average,Core Average
12599,39030,82.85,66.28,B-,D,52.9416,38996,Kristi Hansen,CS101,,,,,,,
1154,39030,44.52,35.62,F,F,52.9416,38996,Kristi Hansen,CS101,,,,,,,
59127,39030,0,0,F,F,52.9416,38996,Kristi Hansen,CS101,,,,,,,
41164,39030,81.63,65.3,B-,D,52.9416,38996,Kristi Hansen,CS101,,,,,,,
56929,39030,91.76,73.41,A-,C,52.9416,38996,Kristi Hansen,CS101,,,,,,,
50655,39030,0,0,F,F,52.9416,38996,Kristi Hansen,CS101,,,,,,,
66729,39030,77.53,62.03,C+,D-,52.9416,38996,Kristi Hansen,CS101,,,,,,,
18878,39030,99.22,79.38,A,C+,52.9416,38996,Kristi Hansen,CS101,,,,,,,
9872,39030,0,0,F,F,52.9416,38996,Kristi Hansen,CS101,,,,,,,
16363,39030,33.04,26.43,F,F,52.9416,38996,Kristi Hansen,CS101,,,,,,,
79475,39030,95.4,85.86,A,B,52.9416,38996,Kristi Hansen,CS101,,,,,,,
5119,39030,0,0,F,F,52.9416,38996,Kristi Hansen,CS101,null,29.34,,,,,
30901,39030,91.88,73.5,A-,C,52.9416,38996,Kristi Hansen,CS101,,,,,,,
8833,39030,37.32,29.85,F,F,52.9416,38996,Kristi Hansen,CS101,,,,,,,
100139,39030,63.57,50.85,D,F,52.9416,38996,Kristi Hansen,CS101,74.17,33.1836,,,,,74.17
72797,39008,89.98,68.59,B+,D+,53.32979592,616,Scott Burton,CS313,70.91,31.9428,null,36.7614,,,70.91
8894,39008,93.28,70.36,A,C-,53.32979592,616,Scott Burton,CS313,,,95,84.87096774,92,78.75757576,93.5
30076,39008,98.7,74.49,A,C,53.32979592,616,Scott Burton,CS313,97.08,78.24365854,95,85.25714286,95,88.41025641,95.69333333
5831,39008,51.12,26.6,F,F,53.32979592,616,Scott Burton,CS313,95,76.70454545,95,81.30952381,75,75.36842105,88.33333333
3642,39008,94.37,71.02,A,C-,53.32979592,616,Scott Burton,CS313,100.88,82.5304878,92,82.09876543,88,77.78787879,93.62666667
29735,39008,90.75,68.53,A-,D+,53.32979592,616,Scott Burton,CS313,,,72.87,75.056,85,90.86842105,78.935
29014,39008,99.42,75.03,A,C,53.32979592,616,Scott Burton,CS313,,,95,81.07407407,95,77.47058824,95
33883,39008,90.2,66.96,A-,D,53.32979592,616,Scott Burton,CS313,94.58,72.39350877,78,85.37037037,78,73.81818182,83.52666667
6289,39008,99.19,73.96,A,C,53.32979592,616,Scott Burton,CS313,95,76.55882353,,,,,95
2231,39008,73.63,56.31,C,F,53.32979592,616,Scott Burton,CS313,,,92,81.30952381,92,75.36842105,92
24207,39008,0,0,F,F,53.32979592,616,Scott Burton,CS313,100,60.91305556,95,84.97619048,95,77.91176471,96.66666667
4768,39008,97.01,73.3,A,C,53.32979592,616,Scott Burton,CS313,100,72.39350877,95,82.09876543,95,88.41025641,96.66666667
41973,39008,11.76,0.48,F,F,53.32979592,616,Scott Burton,CS313,,,95,84.87096774,75,78.75757576,85
23765,39008,94.35,71.03,A,C-,53.32979592,616,Scott Burton,CS313,,,92,85.37037037,88,77.79411765,90
33786,39008,91.79,69.27,A-,D+,53.32979592,616,Scott Burton,CS313,,,95,81.30952381,73,80.12121212,84
14861,39008,31.76,15.45,F,F,53.32979592,616,Scott Burton,CS313,95,76.70454545,95,82.97368421,95,90.86842105,95
26431,39008,91.93,69.33,A-,D+,53.32979592,616,Scott Burton,CS313,,,83,84.97619048,,,83
13575,39008,88.88,65.37,B+,D,53.32979592,616,Scott Burton,CS313,,,,,85,90.35483871,85
18102,39008,79.59,59.65,C+,F,53.32979592,616,Scott Burton,CS313,95,80.75438596,95,77.36842105,85,75.85714286,91.66666667
26857,39008,0,0,F,F,53.32979592,616,Scott Burton,CS313,,,92,81.71428571,95,82.22857143,93.5
26027,39008,0,0,F,F,53.32979592,616,Scott Burton,CS313,99.25,70.69857143,95,82.97368421,88,75.36842105,94.08333333
33635,39008,92.44,69.19,A-,D+,53.32979592,616,Scott Burton,CS313,95,76.35227273,85,84.97619048,78,77.91176471,86
31598,39008,96.48,71.88,A,C-,53.32979592,616,Scott Burton,CS313,,,,,,,
6203,39008,95.97,72.8,A,C-,53.32979592,616,Scott Burton,CS313,,,95,84.97619048,95,85.8125,95
5818,39008,88.21,66.36,B+,D,53.32979592,616,Scott Burton,CS313,95,76.35227273,,,,,95
11881,39008,0,0,F,F,53.32979592,616,Scott Burton,CS313,85,76.70454545,92,77.96428571,85,84.51428571,87.33333333
79331,39008,96.65,70.93,A,C-,53.32979592,616,Scott Burton,CS313,,,,,85,88.0952381,85
27834,39008,84.24,63.61,B,D,53.32979592,616,Scott Burton,CS313,93.12,70.69857143,75,83.63636364,75,80.12121212,81.04
35599,39008,97.71,72.86,A,C-,53.32979592,616,Scott Burton,CS313,,,95.91,75.056,75,77.32142857,85.455
24202,39008,91.12,68.81,A-,D+,53.32979592,616,Scott Burton,CS313,85,76.70454545,95,84.97619048,95,73.81818182,91.66666667
7446,39008,81.16,61.64,B-,D-,53.32979592,616,Scott Burton,CS313,84.41,78.24365854,85,82.09876543,85,90.86842105,84.80333333
15683,39008,86.69,65.38,B,D,53.32979592,616,Scott Burton,CS313,,,91.95,84.5271875,85,78.75757576,88.475
16684,39008,92.45,67.89,A-,D+,53.32979592,616,Scott Burton,CS313,,,,,85,80.12121212,85
1745,39008,86.79,65.61,B,D,53.32979592,616,Scott Burton,CS313,92,80.75438596,65,81.02777778,95,90.86842105,84
10919,39008,82.7,62.24,B-,D-,53.32979592,616,Scott Burton,CS313,,,95,74.66666667,95,82.09090909,95
9289,39008,78.78,59.51,C+,F,53.32979592,616,Scott Burton,CS313,75.44,76.05957895,83,81.07407407,73,82.09090909,77.14666667
17387,39008,26.55,7.76,F,F,53.32979592,616,Scott Burton,CS313,41.33,78.13083333,75,77.36842105,88,77.78787879,68.11
4837,39008,29.95,10.76,F,F,53.32979592,616,Scott Burton,CS313,82.64,76.05957895,78,79.32258065,83,73.70833333,81.21333333
13017,39008,99.69,74.34,A,C,53.32979592,616,Scott Burton,CS313,,,,,,,
7723,39008,88.38,66.66,B+,D,53.32979592,616,Scott Burton,CS313,94.68,52.05947368,95,84.97619048,85,85.8125,91.56
6274,39008,39.68,30.93,F,F,53.32979592,616,Scott Burton,CS313,80.82,77.88666667,73,81.71428571,83,87.94117647,78.94
7900,39008,77.86,47.57,C+,F,53.32979592,616,Scott Burton,CS313,,,,,,,
132487,39008,0,0,F,F,53.32979592,616,Scott Burton,CS313,,,,,,,
2322,39008,91.18,69.21,A-,D+,53.32979592,616,Scott Burton,CS313,90.27,76.05957895,85,73.10714286,95,93.66666667,90.09
29594,39008,92.97,70.33,A-,C-,53.32979592,616,Scott Burton,CS313,93.67,58.84233333,85,85.96153846,95,88.0952381,91.22333333
20142,39008,11.76,0.48,F,F,53.32979592,616,Scott Burton,CS313,37.89,72.39350877,92,82.97368421,73,75.85714286,67.63
9656,39008,95.69,72.07,A,C-,53.32979592,616,Scott Burton,CS313,93.53,69.9869697,95,84.87096774,88,77.79411765,92.17666667
24857,39008,99.38,74.97,A,C,53.32979592,616,Scott Burton,CS313,95,76.70454545,95,82.85,95,84.48387097,95
29890,39008,97.67,73.64,A,C,53.32979592,616,Scott Burton,CS313,55.54,78.13083333,95,82.09876543,95,88.41025641,81.84666667
12822,35260,97.97,61.92,A,D-,53.7566,37214,Rex Fisher,ECEN260,92,76.55882353,85,84.97619048,85,84.51428571,87.33333333
5939,35260,98.43,63.52,A,D,53.7566,37214,Rex Fisher,ECEN260,,,92,75.85074627,95,85.8125,93.5
6838,35260,89.75,56.84,B+,F,53.7566,37214,Rex Fisher,ECEN260,74.28,61.07578947,92,82.09876543,85,84.51428571,83.76
32686,35260,89.75,56.84,B+,F,53.7566,37214,Rex Fisher,ECEN260,95,76.70454545,95,81.30952381,95,80.12121212,95
16918,35260,97.87,61.9,A,D-,53.7566,37214,Rex Fisher,ECEN260,95,77.72340426,95,83.63636364,95,80.12121212,95
16918,35260,97.87,61.9,A,D-,53.7566,37214,Rex Fisher,ECEN260,95,77.72340426,95,83.63636364,95,80.12121212,95
17021,35260,98.53,62.29,A,D-,53.7566,37214,Rex Fisher,ECEN260,88,78.56,,,,,88
44250,35260,90.69,52.27,A-,F,53.7566,37214,Rex Fisher,ECEN260,,,,,,,
31742,35260,94.29,59.55,A,F,53.7566,37214,Rex Fisher,ECEN260,89.52,60.91305556,95,75.85074627,88,77.91176471,90.84
12730,35260,99.42,62.92,A,D-,53.7566,37214,Rex Fisher,ECEN260,100,71.91,,,,,100
41508,35260,90.87,57.38,A-,F,53.7566,37214,Rex Fisher,ECEN260,75.1,71.9146,0,26.066,,,37.55
9934,35260,98.12,62.08,A,D-,53.7566,37214,Rex Fisher,ECEN260,92,77.35714286,95,75.85074627,,,93.5
31257,35260,86.4,54.64,B,F,53.7566,37214,Rex Fisher,ECEN260,92.82,75.689,,,,,92.82
40397,35260,0,0,F,F,53.7566,37214,Rex Fisher,ECEN260,98.94,72.39350877,95,79.32258065,95,88.41025641,96.31333333
11274,35260,79.62,40.22,C+,F,53.7566,37214,Rex Fisher,ECEN260,76.1,71.91,68,78.72093023,,,72.05
6317,35260,99.84,63.19,A,D,53.7566,37214,Rex Fisher,ECEN260,88,77.35714286,,,,,88
20664,35260,102.79,64.87,A,D,53.7566,37214,Rex Fisher,ECEN260,98.05,76.56358974,,,,,98.05
9607,35260,98.53,62.29,A,D-,53.7566,37214,Rex Fisher,ECEN260,95,76.70454545,92,75.30769231,78,75.36842105,88.33333333
100147,35260,97.87,61.9,A,D-,53.7566,37214,Rex Fisher,ECEN260,,,75,77.96428571,78,80.57142857,76.5
31079,35260,97.8,61.86,A,D-,53.7566,37214,Rex Fisher,ECEN260,88,78.56,,,,,88
12175,35260,98.12,62.08,A,D-,53.7566,37214,Rex Fisher,ECEN260,88,77.35714286,,,,,88
31863,35260,92.29,58.22,A-,F,53.7566,37214,Rex Fisher,ECEN260,,,,,85,90.33333333,85
7303,35260,null,0,null,F,53.7566,37214,Rex Fisher,ECEN260,,,95,75.85074627,75,73.81818182,85
7634,35260,99.54,64.27,A,D,53.7566,37214,Rex Fisher,ECEN260,98.4,80.12478261,,,,,98.4
57585,35260,95.98,61.79,A,D-,53.7566,37214,Rex Fisher,ECEN260,,,,,,,
29209,35260,97.73,61.82,A,D-,53.7566,37214,Rex Fisher,ECEN260,100,76.56358974,95,82.64864865,95,77.91176471,96.66666667
8101,35260,92.01,58.22,A-,F,53.7566,37214,Rex Fisher,ECEN260,95,77.35714286,95,75.85074627,85,84.51428571,91.66666667
6468,35260,99.84,63.19,A,D,53.7566,37214,Rex Fisher,ECEN260,100,67.18457143,95,75.24324324,,,97.5
34201,35260,96.47,61.07,A,D-,53.7566,37214,Rex Fisher,ECEN260,98.26,75.689,95,84.5,,,96.63
5600,35260,91.79,57.97,A-,F,53.7566,37214,Rex Fisher,ECEN260,94.46,57.66810811,95,79.09803922,90,60.31285714,93.15333333
44000,35260,null,0,null,F,53.7566,37214,Rex Fisher,ECEN260,76.11,76.63272727,95,81.74324324,85,80.57142857,85.37
11277,35260,null,0,null,F,53.7566,37214,Rex Fisher,ECEN260,50,80.75438596,65,81.74324324,,,57.5
14666,35260,90.81,58.56,A-,F,53.7566,37214,Rex Fisher,ECEN260,88,77.35714286,83,75.85074627,78,73.81818182,83
786,35260,87.75,55.34,B+,F,53.7566,37214,Rex Fisher,ECEN260,88,74.71428571,78,81.74324324,41.91,60.31285714,69.30333333
17278,35260,90.73,57.4,A-,F,53.7566,37214,Rex Fisher,ECEN260,89.32,71.91,92,79.09803922,78,77.91176471,86.44
2511,35260,93.07,59.86,A,F,53.7566,37214,Rex Fisher,ECEN260,69.37,57.66810811,95,81.74324324,92,80.57142857,85.45666667
7085,35260,93.75,59.22,A,F,53.7566,37214,Rex Fisher,ECEN260,,,88,81.30952381,78,75.36842105,83
25628,35260,90.76,57.49,A-,F,53.7566,37214,Rex Fisher,ECEN260,75.95,75.689,,,,,75.95
18634,35260,90.73,57.4,A-,F,53.7566,37214,Rex Fisher,ECEN260,81,75.689,,,,,81
14459,35260,102.17,64.51,A,D,53.7566,37214,Rex Fisher,ECEN260,95,76.55882353,,,,,95
26783,35260,91.79,57.97,A-,F,53.7566,37214,Rex Fisher,ECEN260,,,,,85,76.69230769,85
43862,35260,97.63,61.76,A,D-,53.7566,37214,Rex Fisher,ECEN260,99,77.30136986,,,,,99
45112,35260,93.85,58.79,A,F,53.7566,37214,Rex Fisher,ECEN260,91.49,76.05957895,,,100,60.31285714,95.745
44048,35260,97.63,61.76,A,D-,53.7566,37214,Rex Fisher,ECEN260,,,,,,,
40827,35260,97.8,61.86,A,D-,53.7566,37214,Rex Fisher,ECEN260,95,79.82716049,75,75.24324324,,,85
40827,35260,97.8,61.86,A,D-,53.7566,37214,Rex Fisher,ECEN260,95,79.82716049,75,75.24324324,,,85
29641,35260,null,0,null,F,53.7566,37214,Rex Fisher,ECEN260,79.17,53.2454,,,,,79.17
4575,35260,90.69,52.27,A-,F,53.7566,37214,Rex Fisher,ECEN260,85,76.70454545,,,,,85
13826,35260,94.16,57.77,A,F,53.7566,37214,Rex Fisher,ECEN260,89.15,78.24365854,95,82.97368421,95,90.86842105,93.05
33231,35260,105.76,67,A,D+,53.7566,37214,Rex Fisher,ECEN260,95.66,75.689,95,82.64864865,95,77.91176471,95.22
21986,35210,92.65,45.74,A-,F,34.93676471,39016,Randall Jack,ECEN351,88.5,69.9869697,,,,,88.5
631,35210,98,50.12,A,F,34.93676471,39016,Randall Jack,ECEN351,96.23,79.93166667,95,81.02777778,95,90.86842105,95.41
3627,35210,97.38,49.68,A,F,34.93676471,39016,Randall Jack,ECEN351,99.37,76.05957895,95,81.07407407,95,82.09090909,96.45666667
20750,35210,82.36,46.36,B-,F,34.93676471,39016,Randall Jack,ECEN351,,,,,,,
12314,35210,52.75,22.02,F,F,34.93676471,39016,Randall Jack,ECEN351,,,,,,,
21693,35210,74.96,44.51,C,F,34.93676471,39016,Randall Jack,ECEN351,100,87.2962963,95,88.93103448,95,88.0952381,96.66666667
1212,35210,0,0,F,F,34.93676471,39016,Randall Jack,ECEN351,95,77.35714286,85,75.85074627,,,90
28972,35210,95.43,47.11,A,F,34.93676471,39016,Randall Jack,ECEN351,,,,,,,
21346,35210,0,0,F,F,34.93676471,39016,Randall Jack,ECEN351,,,,,,,
12757,35210,95.41,47.2,A,F,34.93676471,39016,Randall Jack,ECEN351,92,76.55882353,,,,,92
23799,35210,66.39,39.9,D,F,34.93676471,39016,Randall Jack,ECEN351,23.9,71.22606061,,,,,23.9
35232,35210,0,0,F,F,34.93676471,39016,Randall Jack,ECEN351,,,,,,,
10418,35210,0,0,F,F,34.93676471,39016,Randall Jack,ECEN351,75.74,72.39350877,,,,,75.74
1092,35210,82.14,35.44,B-,F,34.93676471,39016,Randall Jack,ECEN351,,,,,,,
25258,35210,78.91,42.27,C+,F,34.93676471,39016,Randall Jack,ECEN351,88.98,72.39350877,,,,,88.98
10010,35210,0,0,F,F,34.93676471,39016,Randall Jack,ECEN351,88,82.50561798,,,,,88
30136,35210,74.71,45.01,C,F,34.93676471,39016,Randall Jack,ECEN351,76.39,70.69857143,,,,,76.39
4967,35210,89.77,46.74,B+,F,34.93676471,39016,Randall Jack,ECEN351,,,,,92,76.69230769,92
8916,35210,90.87,46.15,A-,F,34.93676471,39016,Randall Jack,ECEN351,,,,,,,
27110,35210,84.77,44.84,B,F,34.93676471,39016,Randall Jack,ECEN351,69.86,66.19105263,,,,,69.86
3891,35210,0,0,F,F,34.93676471,39016,Randall Jack,ECEN351,94.1,87.2962963,53.01,84.5271875,95,80.12121212,80.70333333
23795,35210,66.76,41.85,D,F,34.93676471,39016,Randall Jack,ECEN351,65,82.50561798,,,,,65
10313,35210,71.2,41.98,C-,F,34.93676471,39016,Randall Jack,ECEN351,,,92.27,84.5271875,92,77.32142857,92.135
27032,35210,81.59,46.48,B-,F,34.93676471,39016,Randall Jack,ECEN351,76.71,61.07578947,,,,,76.71
20481,35210,91.65,46.16,A-,F,34.93676471,39016,Randall Jack,ECEN351,,,,,,,
8917,35210,61.04,33.59,D-,F,34.93676471,39016,Randall Jack,ECEN351,95,76.70454545,,,,,95
3743,35210,93.47,47.64,A,F,34.93676471,39016,Randall Jack,ECEN351,,,,,,,
18921,35210,99.22,49.13,A,F,34.93676471,39016,Randall Jack,ECEN351,95,76.35227273,,,,,95
26575,35210,90.02,47.1,A-,F,34.93676471,39016,Randall Jack,ECEN351,,,,,,,
41332,35210,80.32,46.51,B-,F,34.93676471,39016,Randall Jack,ECEN351,75,82.50561798,,,,,75
12192,35210,74.67,41.77,C,F,34.93676471,39016,Randall Jack,ECEN351,85.21,71.22606061,,,,,85.21
3661,35210,77.81,44.98,C+,F,34.93676471,39016,Randall Jack,ECEN351,85,76.70454545,,,,,85
46697,35210,0,0,F,F,34.93676471,39016,Randall Jack,ECEN351,,,95,78.72093023,,,95
40655,35210,88.23,47.57,B+,F,34.93676471,39016,Randall Jack,ECEN351,80.96,90.64111111,,,,,80.96
10924,33322,82.43,64.7,B-,D,48.43122449,39544,Chad Macbeth,CS241,66.67,71.9146,,,,,66.67
19036,33322,59.43,45.92,F,F,48.43122449,39544,Chad Macbeth,CS241,73.34,78.5898,,,,,73.34
34822,33322,100,0.6,A,F,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
25030,33322,97.99,76.57,A,C,48.43122449,39544,Chad Macbeth,CS241,92,79.82716049,,,,,92
15397,33322,92.41,72.84,A-,C-,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
56409,33322,96.87,76.75,A,C,48.43122449,39544,Chad Macbeth,CS241,101.93,78.5898,,,,,101.93
27997,33322,null,0,null,F,48.43122449,39544,Chad Macbeth,CS241,92,76.35227273,83,82.85,,,87.5
71207,33322,94.42,72.7,A,C-,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
30072,33322,null,0,null,F,48.43122449,39544,Chad Macbeth,CS241,null,31.9428,,,,,
10054,33322,null,0,null,F,48.43122449,39544,Chad Macbeth,CS241,null,31.9428,67.27,26.066,,,67.27
12757,33322,98.26,77.72,A,C+,48.43122449,39544,Chad Macbeth,CS241,92,76.55882353,,,,,92
7327,33322,84.93,46.65,B,F,48.43122449,39544,Chad Macbeth,CS241,50,76.35227273,,,,,50
43106,33322,99.74,78.99,A,C+,48.43122449,39544,Chad Macbeth,CS241,100,74.73641791,,,,,100
11658,33322,18.18,14.18,F,F,48.43122449,39544,Chad Macbeth,CS241,88.34,57.66810811,,,,,88.34
8967,33322,94.32,73.48,A,C,48.43122449,39544,Chad Macbeth,CS241,109.09,78.5898,,,,,109.09
12860,33322,68.35,5.68,D+,F,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
65023,33322,79.44,62.5,C+,D-,48.43122449,39544,Chad Macbeth,CS241,85.2,69.36486486,,,,,85.2
1968,33322,77.73,60.13,C+,D-,48.43122449,39544,Chad Macbeth,CS241,100,75.689,95,79.09803922,,,97.5
17116,33322,72.05,56.99,C-,F,48.43122449,39544,Chad Macbeth,CS241,75.67,67.18457143,,,,,75.67
10650,33322,59.67,46.9,F,F,48.43122449,39544,Chad Macbeth,CS241,92,74.71428571,,,,,92
27694,33322,99.5,78.73,A,C+,48.43122449,39544,Chad Macbeth,CS241,102.6,49.5586,,,,,102.6
21646,33322,99.29,78.69,A,C+,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
18912,33322,80.13,30.35,B-,F,48.43122449,39544,Chad Macbeth,CS241,95,77.72340426,,,,,95
20982,33322,99.8,79,A,C+,48.43122449,39544,Chad Macbeth,CS241,98.21,67.18457143,95,78.72093023,104.84,60.31285714,99.35
21027,33322,96.62,76.22,A,C,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
13498,33322,49.18,37.37,F,F,48.43122449,39544,Chad Macbeth,CS241,50,82.50561798,85,82.97368421,50,73.81818182,61.66666667
3037,33322,null,0,null,F,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
28798,33322,40.39,20.2,F,F,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
23859,33322,99.52,78.39,A,C+,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
30277,33322,99.72,78.83,A,C+,48.43122449,39544,Chad Macbeth,CS241,92,77.35714286,,,,,92
46772,33322,90.23,69.89,A-,D+,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
1647,33322,null,0,null,F,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
31542,33322,85.31,64.47,B,D,48.43122449,39544,Chad Macbeth,CS241,57.57,82.5304878,,,,,57.57
33653,33322,25.34,21.42,F,F,48.43122449,39544,Chad Macbeth,CS241,57.06,62.5275,,,,,57.06
60339,33322,98.56,77.08,A,C+,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
60677,33322,102.63,81.15,A,B-,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
25893,33322,null,0,null,F,48.43122449,39544,Chad Macbeth,CS241,85.45,31.9428,,,,,85.45
23563,33322,38.79,30.4,F,F,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
69343,33322,98.51,77.94,A,C+,48.43122449,39544,Chad Macbeth,CS241,99.1,62.4678125,null,51.9488,,,99.1
21598,33322,95.06,75.17,A,C,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
42515,33322,94.55,74.72,A,C,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
23600,33322,75.64,58.12,C,F,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
27115,33322,null,0,null,F,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
24272,33322,91.94,71.77,A-,C-,48.43122449,39544,Chad Macbeth,CS241,95,77.35714286,,,,,95
30966,33322,64.67,50.76,D,F,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
30966,33322,64.67,50.76,D,F,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
6455,33322,98.97,78.4,A,C+,48.43122449,39544,Chad Macbeth,CS241,88,75.689,,,,,88
4906,33322,null,0,null,F,48.43122449,39544,Chad Macbeth,CS241,,,,,,,
6654,33322,null,0,null,F,48.43122449,39544,Chad Macbeth,CS241,41.08,62.4678125,,,,,41.08
25545,33302,null,0,null,F,60.31285714,40162,Matt Manley,CS235,84.98,60.91305556,0,26.066,null,60.31285714,42.49
12696,33302,96.25,81.82,A,B-,60.31285714,40162,Matt Manley,CS235,88.44,57.66810811,75,78.72093023,96.25,60.31285714,86.56333333
10338,33302,null,0,null,F,60.31285714,40162,Matt Manley,CS235,85.61,75.689,100.13,36.7614,null,60.31285714,92.87
4093,33302,24.5,20.82,F,F,60.31285714,40162,Matt Manley,CS235,96.65,75.689,78,79.09803922,24.5,60.31285714,66.38333333
35689,33302,17.82,17.82,F,F,60.31285714,40162,Matt Manley,CS235,96.49,72.39350877,50,79.32258065,17.82,60.31285714,54.77
20583,33302,93.94,79.85,A,C+,60.31285714,40162,Matt Manley,CS235,92,77.35714286,95,81.74324324,93.94,60.31285714,93.64666667
31769,33302,85.85,72.98,B,C-,60.31285714,40162,Matt Manley,CS235,100,71.91,75,78.72093023,85.85,60.31285714,86.95
1456,33302,95.78,81.41,A,B-,60.31285714,40162,Matt Manley,CS235,100,71.91,88,78.72093023,95.78,60.31285714,94.59333333
3499,33302,16.79,2.15,F,F,60.31285714,40162,Matt Manley,CS235,95,76.70454545,85,75.85074627,16.79,60.31285714,65.59666667
18079,33302,92.43,78.57,A-,C+,60.31285714,40162,Matt Manley,CS235,92,78.56,85,75.24324324,92.43,60.31285714,89.81
29292,33302,112.87,95.94,A,A,60.31285714,40162,Matt Manley,CS235,98.63,75.689,95,78.72093023,112.87,60.31285714,102.1666667
52489,33302,101.27,86.08,A,B,60.31285714,40162,Matt Manley,CS235,99.56,76.05957895,78,81.07407407,101.27,60.31285714,92.94333333
46297,33302,85.54,72.71,B,C-,60.31285714,40162,Matt Manley,CS235,94.9,76.05957895,95,78.72093023,85.54,60.31285714,91.81333333
